kpi_unit,kpi_formula,kpi_output_type,kpi_source,kpi_name,kpi_id,kpi_category
stores,A,$,EventVester,Square Footage - Specialty Concept Stores,1146,Square Footage
stores,"SUM(A1,A2,…,An)",$,EventVester,Stores - DICK'S Sporting Goods,1147,Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Stores - Specialty Concept Stores,1148,Stores
% increase,(A-B)/A,%,EventVester,Change in Average Ticket - Dollar Tree,1149,Change in Average Ticket
% increase,(A-B)/A,%,EventVester,Change in Average Ticket - Family Dollar ,1150,Change in Average Ticket
% decrease,(A-B)/A,%,EventVester,Change in Customer Traffic - Dollar Tree,1151,Change in Customer Traffic
% decrease,(A-B)/A,%,EventVester,Change in Customer Traffic - Family Dollar ,1152,Change in Customer Traffic
%,(A-B)/A,%,EventVester,Growth Rate (Square Footage)  - Dollar Tree,1153,Growth Rate (Square Footage) 
%,(A-B)/A,%,EventVester,Growth Rate (Square Footage)  - Family Dollar ,1154,Growth Rate (Square Footage) 
%,(A-B)/A,%,EventVester,Growth Rate (Square Footage)  - Retail Selling Square Footage,1155,Growth Rate (Square Footage) 
stores,"SUM(A1,A2,…,An)",$,EventVester,New Stores Openings - Dollar Tree,1156,New Stores Openings
stores,"SUM(A1,A2,…,An)",$,EventVester,New Stores Openings - Family Dollar ,1157,New Stores Openings
stores,"SUM(A1,A2,…,An)",$,EventVester,Re-bannered Stores - Dollar Tree,1158,Re-bannered Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Re-bannered Stores - Family Dollar ,1159,Re-bannered Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Renovated Stores - Completed Renovations,1160,Renovated Stores
%,(A-B)/A,%,EventVester,Same Store Sales,1161,Same Store Sales
%,(A-B)/A,%,EventVester,Same-Store Sales by Segment - Dollar Tree Same Store Sales,1162,Same-Store Sales by Segment
%,(A-B)/A,%,EventVester,Same-Store Sales by Segment - Family Dollar Same Store Sales,1163,Same-Store Sales by Segment
$,A,$,EventVester,"Segment Sales - Corporate, support and Other Sales",1164,Segment Sales
$,A,$,EventVester,Segment Sales - Dollar Tree Sales,1165,Segment Sales
$,A,$,EventVester,Segment Sales - Family Dollar Sales,1166,Segment Sales
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Sales - Total Segment Sales,1167,Segment Sales
sqf,A,A,EventVester,Selling Square Footage  - Dollar Tree,1168,Selling Square Footage 
sqf,A,A,EventVester,Selling Square Footage  - Family Dollar ,1169,Selling Square Footage 
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Closures - Dollar Tree,1170,Store Closures
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Closures - Family Dollar ,1171,Store Closures
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Closed Stores,1172,Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Stores - Expanded or Relocated Stores,1173,Stores
Centers,A-B,#,EventVester,Centers - Net new center openings,1174,Centers
Centers,A-B,#,EventVester,Centers - Net new centers,1175,Centers
Centers,A-B,#,EventVester,Centers - Network of locations,1176,Centers
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Marketing Fees,1177,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Product Sales,1178,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Royalty Fees,1179,Segment Revenue
%,(A-B)/A,%,EventVester,Comparable store sales - Comparable store sales growth,1180,Comparable store sales
stores,"SUM(A1,A2,…,An)",$,EventVester,New Stores Openings - America's Best Contacts and Eyeglasses Stores,1181,New Stores Openings
stores,"SUM(A1,A2,…,An)",$,EventVester,New Stores Openings - Eyeglass World Stores,1182,New Stores Openings
stores,"SUM(A1,A2,…,An)",$,EventVester,New Stores Openings - Total Stores,1183,New Stores Openings
stores,"SUM(A1,A2,…,An)",$,EventVester,New Stores Openings - Vision Centers - Walmart,1184,New Stores Openings
stores,"SUM(A1,A2,…,An)",$,EventVester,New Stores Openings - Vista Optical Stores - Fred Meyer,1185,New Stores Openings
stores,"SUM(A1,A2,…,An)",$,EventVester,New Stores Openings - Vista Optical Stores - Military,1186,New Stores Openings
stores,"SUM(A1,A2,…,An)",$,EventVester,No of stores open at the end - Corporate/Other,1187,No of stores open at the end
stores,"SUM(A1,A2,…,An)",$,EventVester,No of stores open at the end - Legacy segment,1188,No of stores open at the end
stores,"SUM(A1,A2,…,An)",$,EventVester,No of stores open at the end - Owned & Host segment,1189,No of stores open at the end
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores - America's Best Contacts and Eyeglasses Stores,1190,Number of Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores - Eyeglass World Stores,1191,Number of Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores - Vision Centers - Walmart,1192,Number of Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores - Vista Optical Stores - Fred Meyer,1193,Number of Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores - Vista Optical Stores - Military,1194,Number of Stores
$,A,$,EventVester,Revenue From Contracts With Customers - Revenues recognized at a point in time,1195,Revenue From Contracts With Customers
$,A,$,EventVester,Revenue From Contracts With Customers - Revenues recognized over time,1196,Revenue From Contracts With Customers
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Corporate/Other Revenue,1197,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Legacy Revenue,1198,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Owned & Host Revenue,1199,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Reconciliations,1200,Segment Revenue
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Closures - America's Best Contacts and Eyeglasses Stores,1201,Store Closures
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Closures - Eyeglass World Stores,1202,Store Closures
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Closures - Vision Centers - Walmart,1203,Store Closures
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Closures - Vista Optical Stores - Fred Meyer,1204,Store Closures
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Closures - Vista Optical Stores - Military,1205,Store Closures
%,(A-B)/A,%,EventVester,Store Sale Growth - America's Best,1206,Store Sale Growth
%,(A-B)/A,%,EventVester,Store Sale Growth - Corporate/Other,1207,Store Sale Growth
%,(A-B)/A,%,EventVester,Store Sale Growth - Eyeglass World,1208,Store Sale Growth
%,(A-B)/A,%,EventVester,Store Sale Growth - Fred Meyer,1209,Store Sale Growth
%,(A-B)/A,%,EventVester,Store Sale Growth - Legacy segment,1210,Store Sale Growth
%,(A-B)/A,%,EventVester,Store Sale Growth - Military,1211,Store Sale Growth
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - New Stores,1212,Stores
$,A,$,EventVester,Product Revenue - Fashion and home,1213,Product Revenue
$,A,$,EventVester,Product Revenue - Leisure,1214,Product Revenue
$,A,$,EventVester,Product Revenue - Party and snack,1215,Product Revenue
$,A-B,$,EventVester,Channel Sales - Direct to Customers Sales,1216,Channel Sales
$,A-B,$,EventVester,Channel Sales - Stores Sales,1217,Channel Sales
stores,"SUM(A1,A2,…,An)",$,EventVester,Franchise Operations - Franchise stores ,1218,Franchise Operations
$,A,$,EventVester,Geographic Sales - International Sales,1219,Geographic Sales
$,A,$,EventVester,Geographic Sales - United States Sales,1220,Geographic Sales
stores,"SUM(A1,A2,…,An)",$,EventVester,Stores - Total Store Count,1221,Stores
$,A,$,EventVester,Revenue by product sales - Collectibles Sales,1222,Revenue by product sales
$,A,$,EventVester,Revenue by product sales - Hardware and accessories Sales,1223,Revenue by product sales
$,A,$,EventVester,Revenue by product sales - Software Sales,1224,Revenue by product sales
$,A,$,EventVester,Sales by Geography - Australia,1225,Sales by Geography
$,A,$,EventVester,Sales by Geography - Canada,1226,Sales by Geography
$,A,$,EventVester,Sales by Geography - Europe,1227,Sales by Geography
$,A,$,EventVester,Sales by Geography - United States,1228,Sales by Geography
stores,"SUM(A1,A2,…,An)",$,EventVester,News Store Openings - Number of Stores,1229,News Store Openings
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Distribution,1230,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - E-commerce sales,1231,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Sales at company owned stores,1232,Segment Revenue
sqf,A,A,EventVester,Square Feet - Retail and Warehouse Space,1233,Square Feet
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Count - No of Hydroponic garden centers to reach,1234,Store Count
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Count - No. of retail hydroponic/gardening stores,1235,Store Count
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Count - Number of Stores,1236,Store Count
$,A,$,EventVester,Revenue by major products category - Apparel,1237,Revenue by major products category
$,A,$,EventVester,Revenue by major products category - Equipment,1238,Revenue by major products category
$,A,$,EventVester,Revenue by major products category - Footwear,1239,Revenue by major products category
stores,"COUNT(A1, A2,…,An)",#,EventVester,Store Count - End of period,1240,Store Count
stores,"COUNT(A1, A2,…,An)",#,EventVester,Store Count - New stores opened,1241,Store Count
stores,"COUNT(A1, A2,…,An)",#,EventVester,Store Count - Stores closed,1242,Store Count
$,A,$,EventVester,Sales by Product Category - Arts and Crafts and Home Decor Sales,1243,Sales by Product Category
$,A,$,EventVester,Sales by Product Category - Other Sales,1244,Sales by Product Category
$,A,$,EventVester,Sales by Product Category - Sewing Sales,1245,Sales by Product Category
Platforms,A,#,EventVester,Locations and platforms - Physical locations and multiple digital platforms,1246,Locations and platforms
$,A-B,$,EventVester,Net Income,1247,Net Income
%,(A-B)/A,%,EventVester,Average Retail Price - Average Retail Price per Unit Sold Increase,1248,Average Retail Price
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of new stores,1249,Number of new stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of stores closed,1250,Number of stores closed
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores Open - Number of Stores,1251,Number of Stores Open
$,A,$,EventVester,Revenue by Type - Net Merchandise Sales,1252,Revenue by Type
$,A,$,EventVester,Revenue by Type - Net Services Sales,1253,Revenue by Type
$,A,$,EventVester,Revenues by major product category - Installation and Delivery Services,1254,Revenues by major product category
$,A,$,EventVester,Revenues by major product category - Manufactured Products,1255,Revenues by major product category
$,A,$,EventVester,Revenues by major product category - Moldings and Accessories and Other,1256,Revenues by major product category
$,A,$,EventVester,Revenues by major product category - Solid and Engineered Hardwood,1257,Revenues by major product category
$,A,$,EventVester,Backlog - Direct orders,1258,Backlog
$,A,$,EventVester,Backlog - Retail orders,1259,Backlog
$,A,$,EventVester,Direct orders,1260,Direct orders
$,A,$,EventVester,Revenue by geography - Canada,1261,Revenue by geography
$,A,$,EventVester,"Revenue by geography - Europe, the Middle East and Africa",1262,Revenue by geography
$,A,$,EventVester,Revenue by geography - Others,1263,Revenue by geography
$,A,$,EventVester,Revenue by geography - United States ,1264,Revenue by geography
$,A,$,EventVester,Revenue by type - Extended warranties and services,1265,Revenue by type
$,A,$,EventVester,Revenue by type - Others,1266,Revenue by type
$,A,$,EventVester,Revenue by type - Product Sales,1267,Revenue by type
$,A,$,EventVester,Sales order backlog,1268,Sales order backlog
$,A,$,EventVester,Segment Sales - Direct sales,1269,Segment Sales
$,A,$,EventVester,Segment Sales - Retail sales,1270,Segment Sales
$,A,$,EventVester,Segment Sales - Royalty,1271,Segment Sales
stores,"COUNT(A1, A2,…,An)",#,EventVester,Average square footage per store - Retail Division,1272,Average square footage per store
$,A,$,EventVester,Revenue by Type - Products Revenue,1273,Revenue by Type
$,A,$,EventVester,Revenue by Type - Services Revenue,1274,Revenue by Type
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Business Solutions Division,1275,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - CompuCom Division,1276,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Other,1277,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Retail Division,1278,Segment Revenue
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores closed - Retail Division,1279,Stores closed
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores count - Retail Division,1280,Stores count
stores,"COUNT(A1, A2,…,An)",#,EventVester,Total retail stores,1281,Total retail stores
square foot,A,#,EventVester,Total square footage - Retail Division,1282,Total square footage
no,A,#,EventVester,Company-operated locations - Mexico Segment,1283,Company-operated locations
no,A,#,EventVester,Company-operated locations - Rent-A-Center Business segmen,1284,Company-operated locations
no,A,#,EventVester,Franchise-operated locations - Franchising Segment,1285,Franchise-operated locations
%increase,A,%,EventVester,GMV,1286,GMV
$,A,$,EventVester,Revenues by type - Acima,1287,Revenues by type
$,A,$,EventVester,Revenues by type - Franchising,1288,Revenues by type
$,A,$,EventVester,Revenues by type - Mexico,1289,Revenues by type
$,A,$,EventVester,Revenues by type - Rent-A-Center Business,1290,Revenues by type
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Franchise-Merchandise sales,1291,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Franchise-Royalty income and fees,1292,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Store-Installment sales,1293,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Store-Merchandise sales,1294,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Store-Other,1295,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Store-Rentals and fees,1296,Segment Revenues
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of stores BSG - Company-operated stores,1297,Number of stores BSG
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of stores BSG - Franchise stores,1298,Number of stores BSG
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of stores SBS - Company-operated stores,1299,Number of stores SBS
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of stores SBS - Franchise stores,1300,Number of stores SBS
nos,A,#,EventVester,Sales consultants - Number of BSG distributor sales consultants,1301,Sales consultants
% increase,(A-B)/A,%,EventVester,Same store sales growth - BSG,1302,Same store sales growth
% increase,(A-B)/A,%,EventVester,Same store sales growth - SBS,1303,Same store sales growth
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Beauty Systems Group (BSG),1304,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Sally Beauty Supply (SBS),1305,Segment Revenue
stores,"SUM(A1,A2,…,An)",$,EventVester,New opened store,1306,New opened store
$,A,$,EventVester,Revenue by Product Category - Accessories and Other,1307,Revenue by Product Category
$,A,$,EventVester,Revenue by Product Category - Athletics Children's,1308,Revenue by Product Category
$,A,$,EventVester,Revenue by Product Category - Athletics Men's,1309,Revenue by Product Category
$,A,$,EventVester,Revenue by Product Category - Athletics Women's,1310,Revenue by Product Category
$,A,$,EventVester,Revenue by Product Category - Non-Athletics Children's,1311,Revenue by Product Category
$,A,$,EventVester,Revenue by Product Category - Non-Athletics Men's,1312,Revenue by Product Category
$,A,$,EventVester,Revenue by Product Category - Non-Athletics Women's,1313,Revenue by Product Category
% increase,SUM(A1+A2+...+An)/n,%,EventVester,Shoe Perks customer loyalty program,1314,Shoe Perks customer loyalty program
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Updates - Stores Closed,1315,Store Updates
memberships,SUM(A1+A2+...+An)/n,$,EventVester,Total Members - Shoe Perks customer loyalty program membership,1316,Total Members
%,(A-B)/A,%,EventVester,Revenue by Type - Apparel,1317,Revenue by Type
%,(A-B)/A,%,EventVester,Revenue by Type - Apparel Revenue,1318,Revenue by Type
%,(A-B)/A,%,EventVester,Revenue by Type - Camping,1319,Revenue by Type
%,(A-B)/A,%,EventVester,Revenue by Type - Camping Revenue,1320,Revenue by Type
%,(A-B)/A,%,EventVester,Revenue by Type - Fishing,1321,Revenue by Type
%,(A-B)/A,%,EventVester,Revenue by Type - Fishing Revenue,1322,Revenue by Type
%,(A-B)/A,%,EventVester,Revenue by Type - Footwear,1323,Revenue by Type
%,(A-B)/A,%,EventVester,Revenue by Type - Footwear Revenue,1324,Revenue by Type
%,(A-B)/A,%,EventVester,Revenue by Type - Hunting and Shooting,1325,Revenue by Type
%,(A-B)/A,%,EventVester,Revenue by Type - Hunting and Shooting Revenue,1326,Revenue by Type
%,(A-B)/A,%,EventVester,"Revenue by Type - Optics, Electronics, Accessories, and Other",1327,Revenue by Type
%,(A-B)/A,%,EventVester,"Revenue by Type - Optics, Electronics, Accessories, and Other Revenue",1328,Revenue by Type
$,A-B,$,EventVester,Net Sales - Elfa third-party,1329,Net Sales
$,A-B,$,EventVester,Net Sales - TCS,1330,Net Sales
inventory/store,"SUM(A1,A2,…,An)",$,EventVester,Average inventory per store,1331,Average inventory per store
$,SUM(A1+A2+...+An)/n,$,EventVester,Average transaction value,1332,Average transaction value
ratio,A,R,EventVester,Inventory turns,1333,Inventory turns
stores,"SUM(A1,A2,…,An)",$,EventVester,New Petsense stores,1334,New Petsense stores
stores,"SUM(A1,A2,…,An)",$,EventVester,New Tractor Supply stores,1335,New Tractor Supply stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,No. Of Stores - Petsense,1336,No. Of Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,No. Of Stores - Tractor Supply,1337,No. Of Stores
%,A,%,EventVester,Revenue by Product - Agriculture,1338,Revenue by Product
%,A,%,EventVester,Revenue by Product - Clothing and Footwear,1339,Revenue by Product
%,A,%,EventVester,"Revenue by Product - Hardware, Tools and Truck",1340,Revenue by Product
%,A,%,EventVester,Revenue by Product - Livestock and Pet,1341,Revenue by Product
%,A,%,EventVester,"Revenue by Product - Seasonal, Gift and Toy Products",1342,Revenue by Product
sqf,A,A,EventVester,Gross square feet - total gross square feet at the end of the quater,1343,Gross square feet
% of net sales,(A-B)/A,%,EventVester,Net Sales - E-commerce Percentage of net sales,1344,Net Sales
% of net sales,(A-B)/A,%,EventVester,Net Sales - Net sales percentage,1345,Net Sales
% of net sales,(A-B)/A,%,EventVester,Net Sales - Salon sales Percentage of net sales,1346,Net Sales
% of net sales,(A-B)/A,%,EventVester,Net Sales by primary category - Cosmetics Percentage of net sales,1347,Net Sales by primary category
% of net sales,(A-B)/A,%,EventVester,Net Sales by primary category - Haircare Products & Styling Tools Percentage of net sales,1348,Net Sales by primary category
% of net sales,(A-B)/A,%,EventVester,Net Sales by primary category - Other Percentage of net sales,1349,Net Sales by primary category
% of net sales,(A-B)/A,%,EventVester,Net Sales by primary category - Salon Services Percentage of net sales,1350,Net Sales by primary category
% of net sales,(A-B)/A,%,EventVester,"Net Sales by primary category - Skincare, Bath & Fragrance Percentage of net sales",1351,Net Sales by primary category
%,(A-B)/A,%,EventVester,"Percentage of net sales by primary category - Bath, and fragrance",1352,Percentage of net sales by primary category
%,(A-B)/A,%,EventVester,Percentage of net sales by primary category - Cosmetics,1353,Percentage of net sales by primary category
%,(A-B)/A,%,EventVester,Percentage of net sales by primary category - Haircare products and styling tools,1354,Percentage of net sales by primary category
%,(A-B)/A,%,EventVester,"Percentage of net sales by primary category - Other (nail products, accessories, and other)",1355,Percentage of net sales by primary category
%,(A-B)/A,%,EventVester,Percentage of net sales by primary category - Services,1356,Percentage of net sales by primary category
%,(A-B)/A,%,EventVester,Percentage of net sales by primary category - Skincare,1357,Percentage of net sales by primary category
%,(A-B)/A,%,EventVester,"Percentage of net sales by primary category - Skincare, bath, and fragrance",1358,Percentage of net sales by primary category
Projects,A,#,EventVester,Remodel and relocation projects,1359,Remodel and relocation projects
$,A,$,EventVester,Revenue by Distribution Channel - E-commerce,1360,Revenue by Distribution Channel
$,A,$,EventVester,Revenue by Distribution Channel - Other,1361,Revenue by Distribution Channel
$,A,$,EventVester,Revenue by Distribution Channel - Retail stores,1362,Revenue by Distribution Channel
$,A,$,EventVester,Revenue by Distribution Channel - Salon services,1363,Revenue by Distribution Channel
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - E-commerce ,1364,Segment Revenue
% increase,"SUM(A1,A2,…,An)",%,EventVester,Segment Revenue - E-commerce Percentage of net sales,1365,Segment Revenue
% increase,"SUM(A1,A2,…,An)",%,EventVester,Segment Revenue - Retail stores and salon Percentage of net sales,1366,Segment Revenue
% of net sales,"SUM(A1,A2,…,An)",%,EventVester,Segment Revenue - Retail stores and salon Percentage of net sales,1366,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Salon ,1367,Segment Revenue
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Expansion - Number of stores closed during the quarter,1368,Store Expansion
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Expansion - Number of stores opened during the quarter,1369,Store Expansion
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Expansion - Total stores open at beginning of the quarter,1370,Store Expansion
stores,"COUNT(A1, A2,…,An)",#,EventVester,"Stores - New stores, net",1371,Stores
$,A-B,$,EventVester,Total Revenue - Net sales revenue,1372,Total Revenue
% increase yoy,(A-B)/A,%,EventVester,comparable sales ,1373,Comparable sales 
memberships,A,#,EventVester,Grooming & Nutrition Perk Members,1374,Grooming & Nutrition Perk Members
customers,A-B,#,EventVester,Net New Customers,1375,Net New Customers
$,A,$,EventVester,Revenue by Product - Consumables,1376,Revenue by Product
$,A,$,EventVester,Revenue by Product  - Dog and cat food,1377,Revenue by Product 
$,A,$,EventVester,Revenue by Product  - Services and other,1378,Revenue by Product 
$,A,$,EventVester,Revenue by Product  - Supplies and companion animals,1379,Revenue by Product 
customers,A,#,EventVester,Total Active Customers,1380,Total Active Customers
suscription,A,#,EventVester,Vital Care Subscription,1381,Vital Care Subscription
