var_a_type,var_a_name,var_b_type,var_b_name,kpi_name,kpi_id,kpi_category
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Brand Portfolio,1128,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Canada Retail,1129,Segment Revenue
Ai,Segment Net Revenue,n,Number of Segments,Segment Revenue - Elimination of intersegment net Revenue,1130,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Other Revenue,939,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - U.S. Retail Revenue,1131,Segment Revenue
Ai,Total Stores,n,Number of Stores,Stores - Total number of stores,1132,Stores
A,Segment Net Sales,B,Previous Period Sales,Segment Net Sales - Apparel Sales,1133,Segment Net Sales
A,Segment Sum of Net Sales,B,Previous Period Sales,Segment Net Sales - Consumables Sales,1134,Segment Net Sales
A,Segment Net Sales,B,Previous Period Sales,Segment Net Sales - Home products Sales,1135,Segment Net Sales
A,Segment Net Sales,B,Previous Period Sales,Segment Net Sales - Seasonal Sales,1136,Segment Net Sales
Ai,Stores Count,n,Number of Stores,Store count - Ending Store count,1137,Store count
Ai,New Stores Count Openings,n,Number of Stores,Store count - New store openings,1138,Store count
Ai,Total Stores Count Selling,n,Number of Stores,Store count - Total selling square footage,1139,Store count
A,Net Sales,B,Sales previous period,Net Sales - E- Commerce Sales,1140,Net Sales
A,Net Sales,B,Sales previous period,Net Sales - E- Commerce Sales,1140,Net Sales
A,Net Stores Sales,B,Sales previous period,Net Sales - Same Store Sales,1141,Net Sales
Ai,Stores,n,Number of Stores,Relocated stores - DICK'S Sporting Goods,1142,Relocated stores
Ai,Stores,n,Number of Stores,Relocated stores - Specialty Concept Stores,1143,Relocated stores
A,Net Sales Revenue,B,Sales Revenue previous period,Revenue by Net Sales - Sales,1144,Revenue by Net Sales
A,Square Footage,,,Square Footage - DICK'S Sporting Goods,1145,Square Footage
A,Square Footage,,,Square Footage - Specialty Concept Stores,1146,Square Footage
Ai,Stores,n,Number of Stores,Stores - DICK'S Sporting Goods,1147,Stores
Ai,Stores,n,Number of Stores,Stores - Specialty Concept Stores,1148,Stores
A,Average,B,Average Ticket Price previous period,Change in Average Ticket - Dollar Tree,1149,Change in Average Ticket
A,Average,B,Average Ticket Price previous period,Change in Average Ticket - Family Dollar ,1150,Change in Average Ticket
A,Customers,B,Customer Traffic previous period,Change in Customer Traffic - Dollar Tree,1151,Change in Customer Traffic
A,Customers,B,Customer Traffic previous period,Change in Customer Traffic - Family Dollar ,1152,Change in Customer Traffic
A,Square Footage Growth,B,Square Footage previous period,Growth Rate (Square Footage)  - Dollar Tree,1153,Growth Rate (Square Footage) 
A,Square Footage Growth,B,Square Footage previous period,Growth Rate (Square Footage)  - Family Dollar ,1154,Growth Rate (Square Footage) 
A,Selling Square Footage,B,Square Footage current period,Growth Rate (Square Footage)  - Retail Selling Square Footage,1155,Growth Rate (Square Footage) 
Ai,New Stores Openings,n,Number of Stores,New Stores Openings - Dollar Tree,1156,New Stores Openings
Ai,New Stores Openings,n,Number of Stores,New Stores Openings - Family Dollar ,1157,New Stores Openings
Ai,Stores,n,Number of Stores,Re-bannered Stores - Dollar Tree,1158,Re-bannered Stores
Ai,Stores,n,Number of Stores,Re-bannered Stores - Family Dollar ,1159,Re-bannered Stores
Ai,Stores,n,Number of Stores,Renovated Stores - Completed Renovations,1160,Renovated Stores
A,Stores Sales,B,Sales previous period,Same Store Sales,1161,Same Store Sales
A,Segment Stores Sales,B,Sales previous period,Same-Store Sales by Segment - Dollar Tree Same Store Sales,1162,Same-Store Sales by Segment
A,Segment Stores Sales,B,Sales previous period,Same-Store Sales by Segment - Family Dollar Same Store Sales,1163,Same-Store Sales by Segment
A,Segment Sales,,,"Segment Sales - Corporate, support and Other Sales",1164,Segment Sales
A,Segment Sales,,,Segment Sales - Dollar Tree Sales,1165,Segment Sales
A,Segment Sales,,,Segment Sales - Family Dollar Sales,1166,Segment Sales
Ai,Segment Total Sales,n,Number of Segments,Segment Sales - Total Segment Sales,1167,Segment Sales
A,Selling Footage,,,Selling Square Footage  - Dollar Tree,1168,Selling Square Footage 
A,Selling Footage,,,Selling Square Footage  - Family Dollar ,1169,Selling Square Footage 
Ai,Stores Closures,n,Number of Stores,Store Closures - Dollar Tree,1170,Store Closures
Ai,Stores Closures,n,Number of Stores,Store Closures - Family Dollar ,1171,Store Closures
Ai,Stores,n,Number of Stores,Stores - Closed Stores,1172,Stores
Ai,Stores,n,Number of Stores,Stores - Expanded or Relocated Stores,1173,Stores
A,Net New Openings,B,New Openings previous period,Centers - Net new center openings,1174,Centers
A,Net New Centers,B,New Centers pervious period,Centers - Net new centers,1175,Centers
A,Net Locations,B,Locations previous period,Centers - Network of locations,1176,Centers
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Marketing Fees,1177,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Other Revenue,939,Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Segment Revenue - Product Sales,1178,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Royalty Fees,1179,Segment Revenue
A,Stores Sales,B,Sales previous period,Comparable store sales - Comparable store sales growth,1180,Comparable store sales
Ai,New Stores Openings,n,Number of Stores,New Stores Openings - America's Best Contacts and Eyeglasses Stores,1181,New Stores Openings
Ai,New Stores Openings,n,Number of Stores,New Stores Openings - Eyeglass World Stores,1182,New Stores Openings
Ai,Total New Stores Openings,n,Number of Stores,New Stores Openings - Total Stores,1183,New Stores Openings
Ai,New Stores Openings,n,Number of Stores,New Stores Openings - Vision Centers - Walmart,1184,New Stores Openings
Ai,New Stores Openings,n,Number of Stores,New Stores Openings - Vista Optical Stores - Fred Meyer,1185,New Stores Openings
Ai,New Stores Openings,n,Number of Stores,New Stores Openings - Vista Optical Stores - Military,1186,New Stores Openings
Ai,Stores,n,Number of Stores,No of stores open at the end - Corporate/Other,1187,No of stores open at the end
Ai,Segment Stores,n,Number of Stores,No of stores open at the end - Legacy segment,1188,No of stores open at the end
Ai,Segment Stores,n,Number of Stores,No of stores open at the end - Owned & Host segment,1189,No of stores open at the end
Ai,Stores,n,Number of Stores,Number of Stores - America's Best Contacts and Eyeglasses Stores,1190,Number of Stores
Ai,Stores,n,Number of Stores,Number of Stores - Eyeglass World Stores,1191,Number of Stores
Ai,Stores,n,Number of Stores,Number of Stores - Vision Centers - Walmart,1192,Number of Stores
Ai,Stores,n,Number of Stores,Number of Stores - Vista Optical Stores - Fred Meyer,1193,Number of Stores
Ai,Stores,n,Number of Stores,Number of Stores - Vista Optical Stores - Military,1194,Number of Stores
A,Customers Revenue,,,Revenue From Contracts With Customers - Revenues recognized at a point in time,1195,Revenue From Contracts With Customers
A,Customers Revenue,,,Revenue From Contracts With Customers - Revenues recognized over time,1196,Revenue From Contracts With Customers
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Corporate/Other Revenue,1197,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Legacy Revenue,1198,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Owned & Host Revenue,1199,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Reconciliations,1200,Segment Revenue
Ai,Stores Closures,n,Number of Stores,Store Closures - America's Best Contacts and Eyeglasses Stores,1201,Store Closures
Ai,Stores Closures,n,Number of Stores,Store Closures - Eyeglass World Stores,1202,Store Closures
Ai,Stores Closures,n,Number of Stores,Store Closures - Vision Centers - Walmart,1203,Store Closures
Ai,Stores Closures,n,Number of Stores,Store Closures - Vista Optical Stores - Fred Meyer,1204,Store Closures
Ai,Stores Closures,n,Number of Stores,Store Closures - Vista Optical Stores - Military,1205,Store Closures
A,Stores Growth,B,Store Sales previous period,Store Sale Growth - America's Best,1206,Store Sale Growth
A,Stores Growth,B,Store Sales previous period,Store Sale Growth - Corporate/Other,1207,Store Sale Growth
A,Stores Growth,B,Store Sales previous period,Store Sale Growth - Eyeglass World,1208,Store Sale Growth
A,Stores Growth,B,Store Sales previous period,Store Sale Growth - Fred Meyer,1209,Store Sale Growth
A,Segment Stores Growth,B,Store Sales previous period,Store Sale Growth - Legacy segment,1210,Store Sale Growth
A,Stores Growth,B,Store Sales previous period,Store Sale Growth - Military,1211,Store Sale Growth
Ai,New Stores,n,Number of Stores,Stores - New Stores,1212,Stores
A,Revenue,,,Product Revenue - Fashion and home,1213,Product Revenue
A,Revenue,,,Product Revenue - Leisure,1214,Product Revenue
A,Revenue,,,Product Revenue - Party and snack,1215,Product Revenue
Ai,Total Stores,n,Number of Stores,Stores - Total Stores,46,Stores
A,Customers Sales,B,Channel,Channel Sales - Direct to Customers Sales,1216,Channel Sales
A,Stores Sales,B,Stores,Channel Sales - Stores Sales,1217,Channel Sales
Ai,Stores Franchise,n,Number of Stores,Franchise Operations - Franchise stores ,1218,Franchise Operations
A,Geographic Sales,,,Geographic Sales - International Sales,1219,Geographic Sales
A,Geographic Sales,,,Geographic Sales - United States Sales,1220,Geographic Sales
Ai,Total Stores Count,n,Number of Stores,Stores - Total Store Count,1221,Stores
A,Sales Revenue,,,Revenue by product sales - Collectibles Sales,1222,Revenue by product sales
A,Sales Revenue,,,Revenue by product sales - Hardware and accessories Sales,1223,Revenue by product sales
A,Sales Revenue,,,Revenue by product sales - Software Sales,1224,Revenue by product sales
A,Sales,,,Sales by Geography - Australia,1225,Sales by Geography
A,Sales,,,Sales by Geography - Canada,1226,Sales by Geography
A,Sales,,,Sales by Geography - Europe,1227,Sales by Geography
A,Sales,,,Sales by Geography - United States,1228,Sales by Geography
Ai,New Stores Openings,n,Number of Stores,News Store Openings - Number of Stores,1229,News Store Openings
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Distribution,1230,Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Segment Revenue - E-commerce sales,1231,Segment Revenue
Ai,Segment Stores Sales Revenue,n,Number of Stores,Segment Revenue - Sales at company owned stores,1232,Segment Revenue
A,Retail and Warehouse Space,,,Square Feet - Retail and Warehouse Space,1233,Square Feet
Ai,Stores Count,n,Number of Stores,Store Count - No of Hydroponic garden centers to reach,1234,Store Count
Ai,Stores Count,n,Number of Stores,Store Count - No. of retail hydroponic/gardening stores,1235,Store Count
Ai,Stores Count,n,Number of Stores,Store Count - Number of Stores,1236,Store Count
A,Revenue,,,Revenue by major products category - Apparel,1237,Revenue by major products category
A,Revenue,,,Revenue by major products category - Equipment,1238,Revenue by major products category
A,Revenue,,,Revenue by major products category - Footwear,1239,Revenue by major products category
Ai,per Unit Stores Count,n,Number of Stores,Store Count - End of period,1240,Store Count
Ai,New Stores Count,n,Number of Stores,Store Count - New stores opened,1241,Store Count
Ai,Stores Count,n,Number of Stores,Store Count - Stores closed,1242,Store Count
A,Sales,,,Sales by Product Category - Arts and Crafts and Home Decor Sales,1243,Sales by Product Category
A,Sales,,,Sales by Product Category - Other Sales,1244,Sales by Product Category
A,Sales,,,Sales by Product Category - Sewing Sales,1245,Sales by Product Category
A,Locations,,,Locations and platforms - Physical locations and multiple digital platforms,1246,Locations and platforms
A,Net,B,Sales previous period,Net Income,1247,Net Income
A,Net Sales,B,Previous Period Sales,Net Sales,625,Net Sales
A,Average Increase in per Unit Price sold,B,Average Price per Unit previous period,Average Retail Price - Average Retail Price per Unit Sold Increase,1248,Average Retail Price
Ai,New Stores,n,Number of Stores,Number of new stores,1249,Number of new stores
Ai,Stores,n,Number of Stores,Number of stores closed,1250,Number of stores closed
Ai,Stores,n,Number of Stores,Number of Stores Open - Number of Stores,1251,Number of Stores Open
A,Net Sales Revenue,B,Sales Revenue previous period,Revenue by Type - Net Merchandise Sales,1252,Revenue by Type
A,Net Sales Revenue,B,Sales Revenue previous period,Revenue by Type - Net Services Sales,1253,Revenue by Type
A,Revenue,,,Revenues by major product category - Installation and Delivery Services,1254,Revenues by major product category
A,Revenue,,,Revenues by major product category - Manufactured Products,1255,Revenues by major product category
A,Revenue,,,Revenues by major product category - Moldings and Accessories and Other,1256,Revenues by major product category
A,Revenue,,,Revenues by major product category - Solid and Engineered Hardwood,1257,Revenues by major product category
A,,,,Backlog - Direct orders,1258,Backlog
A,,,,Backlog - Retail orders,1259,Backlog
A,,,,Direct orders,1260,Direct orders
A,Revenue,,,Revenue by geography - Canada,1261,Revenue by geography
A,Revenue,,,"Revenue by geography - Europe, the Middle East and Africa",1262,Revenue by geography
A,Revenue,,,Revenue by geography - Others,1263,Revenue by geography
A,Revenue,,,Revenue by geography - United States ,1264,Revenue by geography
A,Revenue,,,Revenue by type - Extended warranties and services,1265,Revenue by type
A,Revenue,,,Revenue by type - Others,1266,Revenue by type
A,Sales Revenue,,,Revenue by type - Product Sales,1267,Revenue by type
A,Sales,,,Sales order backlog,1268,Sales order backlog
A,Segment Sales,,,Segment Sales - Direct sales,1269,Segment Sales
A,Segment Sales,,,Segment Sales - Retail sales,1270,Segment Sales
A,Segment Sales,,,Segment Sales - Royalty,1271,Segment Sales
Ai,Average per Unit Stores,n,Number of Stores,Average square footage per store - Retail Division,1272,Average square footage per store
A,Revenue,,,Revenue by Type - Products Revenue,1273,Revenue by Type
A,Revenue,,,Revenue by Type - Services Revenue,1274,Revenue by Type
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Business Solutions Division,1275,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - CompuCom Division,1276,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Other,1277,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Retail Division,1278,Segment Revenue
Ai,Stores,n,Number of Stores,Stores closed - Retail Division,1279,Stores closed
Ai,Stores Count,n,Number of Stores,Stores count - Retail Division,1280,Stores count
Ai,Total Stores,n,Number of Stores,Total retail stores,1281,Total retail stores
A,Total,,,Total square footage - Retail Division,1282,Total square footage
A,Segment Locations,,,Company-operated locations - Mexico Segment,1283,Company-operated locations
A,Locations,,,Company-operated locations - Rent-A-Center Business segmen,1284,Company-operated locations
A,Segment Franchise Locations,,,Franchise-operated locations - Franchising Segment,1285,Franchise-operated locations
A,Gross Merchandise Value,,,GMV,1286,GMV
A,Revenue,,,Revenues by type - Acima,1287,Revenues by type
A,Revenue,,,Revenues by type - Franchising,1288,Revenues by type
A,Revenue,,,Revenues by type - Mexico,1289,Revenues by type
A,Revenue,,,Revenues by type - Rent-A-Center Business,1290,Revenues by type
Ai,Segment Franchise Sales Revenue,n,Number of Segments,Segment Revenues - Franchise-Merchandise sales,1291,Segment Revenues
Ai,Segment Franchise Revenue,n,Number of Segments,Segment Revenues - Franchise-Royalty income and fees,1292,Segment Revenues
Ai,Segment Stores Sales Revenue,n,Number of Stores,Segment Revenues - Store-Installment sales,1293,Segment Revenues
Ai,Segment Stores Sales Revenue,n,Number of Stores,Segment Revenues - Store-Merchandise sales,1294,Segment Revenues
Ai,Segment Stores Revenue,n,Number of Stores,Segment Revenues - Store-Other,1295,Segment Revenues
Ai,Segment Stores Revenue,n,Number of Stores,Segment Revenues - Store-Rentals and fees,1296,Segment Revenues
Ai,Stores,n,Number of Stores,Number of stores BSG - Company-operated stores,1297,Number of stores BSG
Ai,Stores Franchise,n,Number of Stores,Number of stores BSG - Franchise stores,1298,Number of stores BSG
Ai,Stores,n,Number of Stores,Number of stores SBS - Company-operated stores,1299,Number of stores SBS
Ai,Stores Franchise,n,Number of Stores,Number of stores SBS - Franchise stores,1300,Number of stores SBS
A,Sales Consultants,,,Sales consultants - Number of BSG distributor sales consultants,1301,Sales consultants
A,Stores Sales,B,Sales previous period,Same store sales growth - BSG,1302,Same store sales growth
A,Stores Sales,B,Sales previous period,Same store sales growth - SBS,1303,Same store sales growth
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Beauty Systems Group (BSG),1304,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Sally Beauty Supply (SBS),1305,Segment Revenue
Ai,New Stores,n,Number of Stores,New opened store,1306,New opened store
A,Revenue,,,Revenue by Product Category - Accessories and Other,1307,Revenue by Product Category
A,Revenue,,,Revenue by Product Category - Athletics Children's,1308,Revenue by Product Category
A,Revenue,,,Revenue by Product Category - Athletics Men's,1309,Revenue by Product Category
A,Revenue,,,Revenue by Product Category - Athletics Women's,1310,Revenue by Product Category
A,Revenue,,,Revenue by Product Category - Non-Athletics Children's,1311,Revenue by Product Category
A,Revenue,,,Revenue by Product Category - Non-Athletics Men's,1312,Revenue by Product Category
A,Revenue,,,Revenue by Product Category - Non-Athletics Women's,1313,Revenue by Product Category
Ai,per Unit Customers,n,Number of Customer,Shoe Perks customer loyalty program,1314,Shoe Perks customer loyalty program
Ai,Stores,n,Number of Stores,Store Updates - Stores Closed,1315,Store Updates
Ai,Total per Unit Members Customers,n,Number of Unit Members Customers,Total Members - Shoe Perks customer loyalty program membership,1316,Total Members
A,Revenue,B,Type Revenue previous period,Revenue by Type - Apparel,1317,Revenue by Type
A,Revenue,B,Type Revenue previous period,Revenue by Type - Apparel Revenue,1318,Revenue by Type
A,Revenue,B,Type Revenue previous period,Revenue by Type - Camping,1319,Revenue by Type
A,Revenue,B,Type Revenue previous period,Revenue by Type - Camping Revenue,1320,Revenue by Type
A,Revenue,B,Type Revenue previous period,Revenue by Type - Fishing,1321,Revenue by Type
A,Revenue,B,Type Revenue previous period,Revenue by Type - Fishing Revenue,1322,Revenue by Type
A,Revenue,B,Type Revenue previous period,Revenue by Type - Footwear,1323,Revenue by Type
A,Revenue,B,Type Revenue previous period,Revenue by Type - Footwear Revenue,1324,Revenue by Type
A,Revenue,B,Type Revenue previous period,Revenue by Type - Hunting and Shooting,1325,Revenue by Type
A,Revenue,B,Type Revenue previous period,Revenue by Type - Hunting and Shooting Revenue,1326,Revenue by Type
A,Revenue,B,Type Revenue previous period,"Revenue by Type - Optics, Electronics, Accessories, and Other",1327,Revenue by Type
A,Revenue,B,Type Revenue previous period,"Revenue by Type - Optics, Electronics, Accessories, and Other Revenue",1328,Revenue by Type
A,Net Sales,B,Previous Period Sales,Net Sales - Elfa third-party,1329,Net Sales
A,Net Sales,B,Previous Period Sales,Net Sales - TCS,1330,Net Sales
Ai,Average per Unit Stores inventory,n,Number of Stores,Average inventory per store,1331,Average inventory per store
Ai,Average,n,Number of,Average transaction value,1332,Average transaction value
A,inventory Turns,,,Inventory turns,1333,Inventory turns
Ai,New Stores,n,Number of Stores,New Petsense stores,1334,New Petsense stores
Ai,New Stores,n,Number of Stores,New Tractor Supply stores,1335,New Tractor Supply stores
Ai,Stores,n,Number of Stores,No. Of Stores - Petsense,1336,No. Of Stores
Ai,Stores,n,Number of Stores,No. Of Stores - Tractor Supply,1337,No. Of Stores
A,Revenue,,,Revenue by Product - Agriculture,1338,Revenue by Product
A,Revenue,,,Revenue by Product - Clothing and Footwear,1339,Revenue by Product
A,Revenue,,,"Revenue by Product - Hardware, Tools and Truck",1340,Revenue by Product
A,Revenue,,,Revenue by Product - Livestock and Pet,1341,Revenue by Product
A,Revenue,,,"Revenue by Product - Seasonal, Gift and Toy Products",1342,Revenue by Product
A,Total Gross,,,Gross square feet - total gross square feet at the end of the quater,1343,Gross square feet
A,Net per Unit Sales,B,Sales previous period,Net Sales - E-commerce Percentage of net sales,1344,Net Sales
A,Net per Unit Sales,B,Sales previous period,Net Sales - Net sales percentage,1345,Net Sales
A,Net per Unit Sales,B,Sales previous period,Net Sales - Salon sales Percentage of net sales,1346,Net Sales
A,Net per Unit Sales,B,Sales previous period,Net Sales by primary category - Cosmetics Percentage of net sales,1347,Net Sales by primary category
A,Net per Unit Sales,B,Sales previous period,Net Sales by primary category - Haircare Products & Styling Tools Percentage of net sales,1348,Net Sales by primary category
A,Net per Unit Sales,B,Sales previous period,Net Sales by primary category - Other Percentage of net sales,1349,Net Sales by primary category
A,Net per Unit Sales,B,Sales previous period,Net Sales by primary category - Salon Services Percentage of net sales,1350,Net Sales by primary category
A,Net per Unit Sales,B,Sales previous period,"Net Sales by primary category - Skincare, Bath & Fragrance Percentage of net sales",1351,Net Sales by primary category
A,Net Sales,B,Sales previous period,"Percentage of net sales by primary category - Bath, and fragrance",1352,Percentage of net sales by primary category
A,Net Sales,B,Sales previous period,Percentage of net sales by primary category - Cosmetics,1353,Percentage of net sales by primary category
A,Net Sales,B,Sales previous period,Percentage of net sales by primary category - Haircare products and styling tools,1354,Percentage of net sales by primary category
A,Net Sales,B,Sales previous period,"Percentage of net sales by primary category - Other (nail products, accessories, and other)",1355,Percentage of net sales by primary category
A,Net Sales,B,Sales previous period,Percentage of net sales by primary category - Services,1356,Percentage of net sales by primary category
A,Net Sales,B,Sales previous period,Percentage of net sales by primary category - Skincare,1357,Percentage of net sales by primary category
A,Net Sales,B,Sales previous period,"Percentage of net sales by primary category - Skincare, bath, and fragrance",1358,Percentage of net sales by primary category
A,Locations,,,Remodel and relocation projects,1359,Remodel and relocation projects
A,Revenue,,,Revenue by Distribution Channel - E-commerce,1360,Revenue by Distribution Channel
A,Revenue,,,Revenue by Distribution Channel - Other,1361,Revenue by Distribution Channel
A,Stores Revenue,,,Revenue by Distribution Channel - Retail stores,1362,Revenue by Distribution Channel
A,Revenue,,,Revenue by Distribution Channel - Salon services,1363,Revenue by Distribution Channel
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - E-commerce ,1364,Segment Revenue
Ai,Segment Net per Unit Sales Revenue,n,Number of Segments,Segment Revenue - E-commerce Percentage of net sales,1365,Segment Revenue
Ai,Segment Net per Unit Stores Sales Revenue,n,Number of Stores,Segment Revenue - Retail stores and salon Percentage of net sales,1366,Segment Revenue
Ai,Segment Net per Unit Stores Sales Revenue,n,Number of Stores,Segment Revenue - Retail stores and salon Percentage of net sales,1366,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Salon ,1367,Segment Revenue
Ai,Stores,n,Number of Stores,Store Expansion - Number of stores closed during the quarter,1368,Store Expansion
Ai,Stores,n,Number of Stores,Store Expansion - Number of stores opened during the quarter,1369,Store Expansion
Ai,Total Stores,n,Number of Stores,Store Expansion - Total stores open at beginning of the quarter,1370,Store Expansion
Ai,Net New Stores,n,Number of Stores,"Stores - New stores, net",1371,Stores
A,Total Net Sales Revenue,B,Previous Period Sales,Total Revenue - Net sales revenue,1372,Total Revenue
A,Sales,B,Sales previous period,comparable sales ,1373,Comparable sales 
A,per Unit Members,,,Grooming & Nutrition Perk Members,1374,Grooming & Nutrition Perk Members
A,Net New Customers,B,New Customers previous period,Net New Customers,1375,Net New Customers
A,Sum of Revenue,,,Revenue by Product - Consumables,1376,Revenue by Product
A,Revenue,,,Revenue by Product  - Dog and cat food,1377,Revenue by Product 
A,Revenue,,,Revenue by Product  - Services and other,1378,Revenue by Product 
A,Revenue,,,Revenue by Product  - Supplies and companion animals,1379,Revenue by Product 
A,Total Customers,,,Total Active Customers,1380,Total Active Customers
A,Subscriptions,,,Vital Care Subscription,1381,Vital Care Subscription
